hs_index,aw_md_norm,cos_awMD_normLR,cos_awMD_normMD,cos_awMD_normMD_minus10pc,cos_awMD_normMD_minus1pc,cos_awMD_normMD_minus20pc,cos_awMD_normMD_minus2pc,cos_awMD_normMD_minus50pc,cos_awMD_normMD_minus5pc,cos_awMD_normMD_withinPos,cos_awMD_procMD,cos_awMD_random,cos_awMD_testMD,cos_awMD_testMD_minus10pc,cos_awMD_testMD_minus1pc,cos_awMD_testMD_minus20pc,cos_awMD_testMD_minus2pc,cos_awMD_testMD_minus50pc,cos_awMD_testMD_minus5pc,cos_awW1_normLR,cos_awW1_normMD,cos_awW1_normMD_minus10pc,cos_awW1_normMD_minus1pc,cos_awW1_normMD_minus20pc,cos_awW1_normMD_minus2pc,cos_awW1_normMD_minus50pc,cos_awW1_normMD_minus5pc,cos_awW1_testMD,cos_normMD_adding-knowledge,cos_normMD_backtracking,cos_normMD_deduction,cos_normMD_example-testing,cos_normMD_initializing,cos_normMD_normMD_withinPos,cos_normMD_procMD,cos_normMD_random,cos_normMD_testMD,cos_normMD_uncertainty-estimation,neg_var_top5pc,normLR_train_acc,norm_md_norm,posmatched_null_mean,posmatched_null_sd,shuffled_mean,shuffled_sd,z_cos_awLR_normLR,z_cos_awLR_testLR,z_cos_awMD_normMD,z_cos_awMD_procMD,z_cos_awMD_testMD,z_cos_normLR_testLR,z_cos_normMD_procMD,z_cos_normMD_testMD,z_shuffled_mean,z_shuffled_sd
20,15.949516296386719,-0.003883757144108936,0.5832297920761311,-0.14325068206552743,0.5796309776650105,-0.08295984451209883,0.48716641701468577,-0.0834569500293142,-0.47227390833903393,-0.00837278364367902,-0.26124201067033087,0.022661000100032854,0.9822413142318192,0.9523641113896525,0.9819812089798131,0.974449097297658,0.9764471521672682,0.9754938658055207,0.9613031848602572,-0.005575186656258262,0.1292221158580099,0.029443086385910304,0.12203485592558365,0.01174723346311514,0.09411700337311499,-0.038863145109564415,-0.08080943392856285,0.40161838370751357,0.002228550494343646,0.003042550850186588,0.05085632068370201,-0.1274323902424476,-0.1834319056096538,0.5225261126718985,-0.5124648364496165,0.025217791724520912,0.6074662032848571,0.058077602750853725,0.6228998303413391,0.9593826157595451,8.381169319152832,0.5396689322828799,0.08352651508221758,-0.01570554623089639,0.24915589998006418,-0.0064262182524379985,0.11228801526585921,0.4608067437338152,-0.1920027115483953,0.9786428818667685,0.0211954988440364,-0.5126069508109979,0.49336006757306167,0.004634671568885966,0.2493623360681155
21,17.355371475219727,,0.5807572754386379,-0.13386670432118772,0.5781136541408601,-0.07254582566778323,0.4923273694052059,-0.10581686447884436,-0.442008881340735,-0.02942140878396024,-0.27544065981589333,0.015266065457603412,0.9823757161908655,0.951833420854352,0.9822473129113494,0.9755172789653181,0.9769366223977352,0.9748829575380245,0.9576711215210352,,0.14073913546680092,0.039759809608287205,0.13435221053382893,0.04145062151442302,0.10562483960103529,-0.051773261597469075,-0.046332620045511835,0.39666934191258607,0.004491208463857809,-0.012121935803276062,0.01565348299561774,-0.15449264737477444,-0.15771343116049596,0.5178658146333973,-0.5134217890601639,0.02082818483107267,0.60323831963375,0.04784564415601283,0.6015681028366089,,9.036380767822266,0.5510844323266848,0.07934791951210947,-0.0160880893959547,0.25134334174283185,,,0.45656672074800714,-0.1931924199033203,0.9789006633979225,,-0.5023254797990679,0.48812174721516993,0.014840174375423818,0.16592295425036196
22,18.735641479492188,,0.5723573647845784,-0.14927438826303377,0.5699721682180562,-0.08335946981100659,0.4992039996730173,-0.14759619942714453,-0.4440468362844939,-0.04441047900098555,-0.24250660047971156,0.016081269954166245,0.9819116489554709,0.9533831862409309,0.9818721844554122,0.9747276811438446,0.9771625378901109,0.9744145303166892,0.9573825228825703,,0.1558063867235956,0.043784589965801285,0.14871324015762663,0.054479612166555426,0.1256928170284934,-0.06727870313561163,-0.028402788237918964,0.39409758754512375,0.009872495575348417,-0.02200814657880464,-0.014032836578793803,-0.1602723974786454,-0.16895535016971064,0.5053363601568034,-0.4838852911446435,0.024779002001091212,0.5957420373249767,0.033448166899510474,0.5799136757850647,,9.647299766540527,0.5574048939981927,0.0686347551539316,0.0017407435965082019,0.2552682003970007,,,0.4467012752868519,-0.17610898882974985,0.9783000514510702,,-0.4775609048358564,0.4800323145081606,0.034353666229756975,0.18903186170711583
23,21.795930862426758,,0.5568631522690867,-0.1644952132977028,0.5569045977096508,-0.09150976820075053,0.4668557943515653,-0.17094035478583322,-0.4468614294604231,-0.03143774642144697,-0.2911616974403439,0.02915445346525183,0.9810805989984016,0.9553518335824845,0.9811493239918487,0.9770921935059558,0.9754009202193016,0.9751562878006986,0.9560655390250172,,0.1501874141411336,0.045225917021947074,0.15276060285946239,0.028623935063342435,0.12015655507700151,-0.07918398292510344,-0.039354463163873914,0.3850097374050569,0.0176033736384731,-0.009976734787745753,-0.023152396264021644,-0.1653311368843125,-0.1520006366909857,0.5131083170086193,-0.5154565847490623,0.026225850420623288,0.5830687524666439,0.05861834687603811,0.5540218949317932,,11.450139999389648,0.57552722180533,0.06483194945314022,0.01455924342426858,0.23990364142958548,,,0.43799458926884205,-0.19299678685265756,0.9768711185210316,,-0.4813513796415299,0.47829128140578997,0.002952808200408552,0.19412359999514114
24,27.053743362426758,,0.5333290016070722,-0.14281485492564588,0.5086312041900284,-0.06943906718950434,0.4661929314226729,-0.18116173182329712,-0.39746024592444473,-0.05640746446312939,-0.2616890054294613,0.024310691690722964,0.9804952375643454,0.951456196993284,0.9788869734703767,0.9748145015328394,0.9764796225057464,0.9785906898890495,0.9524377065567236,,0.15949291220546105,0.03630924274044926,0.16502850650281722,0.03519728713551166,0.13370452508701414,-0.08368026321310978,-0.02576977365327698,0.38747782891411653,0.03679790881190759,0.0030186418827738695,-0.017154287858622504,-0.17093950857506238,-0.16028986710020798,0.5142752435501688,-0.5056742642923339,0.014353189959373715,0.5578628916152265,0.06997166662259306,0.5077366232872009,,14.388102531433105,0.5454343576454944,0.06572853843706586,-0.016096033579288765,0.2454793581744649,,,0.41479390340805194,-0.16118213756498953,0.9764166014378953,,-0.4741976545374826,0.4549104088681794,0.030382350025144212,0.2084401297762305
25,29.982398986816406,,0.5159543790142151,-0.14038434710376352,0.44586070337717465,-0.08188858756714246,0.44561968131219654,-0.16410134413620056,-0.3487635261398629,-0.0828438280622468,-0.27255523610883037,0.025298509372160653,0.9780235064653636,0.9472726295520766,0.9725179205946395,0.9699730619208654,0.9726251149114511,0.9727932914295252,0.9521791737748088,,0.2137776795048563,0.025335711570186038,0.1949597802354449,0.016579274187539843,0.19296951400305687,-0.08939886326856372,-0.10319921845263413,0.4941124767468788,0.04667278350322001,-0.0003595981375364431,-0.012050111332449064,-0.16190112736876522,-0.1510012556320413,0.517650328018052,-0.5259677924200128,0.009397690584297218,0.5417291507331721,0.07628178324338185,0.46657848358154297,,16.469818115234375,0.5681778402842937,0.056365423240473576,0.03129422782844625,0.24185679348445357,,,0.41319740793886783,-0.15630348179360135,0.9733365049710766,,-0.4718472107388034,0.45117624338109186,-0.05514386006669031,0.2128876512027319
26,33.48427200317383,,0.5150813927621701,-0.1502904940142554,0.45573671955121253,-0.1049756929193401,0.3850271451934741,-0.1781389869136076,-0.3691280095699067,-0.08088180524988618,-0.28407773743965337,0.016188653602848924,0.9770350599463374,0.9480479558855485,0.9721352260806652,0.9676140367469981,0.9688657028855121,0.9738224742206992,0.9549374392579987,,0.2368019091846736,0.02723261372271371,0.21334322821694024,-0.017444003467007252,0.1868508368305087,-0.09639403884858395,-0.13588553083203495,0.5304397190830169,0.03306720953038219,-0.021258649355371733,-0.021283751846253522,-0.16278205560659925,-0.15388108371224896,0.5076220465608369,-0.5105130837323393,0.010912180033191115,0.5471515704266833,0.060139262006063794,0.4552587568759918,,18.906909942626953,0.5641274754112178,0.06277796595875627,0.012826657854930321,0.24093588140477706,,,0.4276666009109981,-0.16478372955786147,0.9716218013889774,,-0.4447629368987424,0.46879169320071135,-0.02904180856967641,0.13214390229019024
27,36.82157897949219,,0.5196142570752356,-0.15539042802239325,0.44929762801996503,-0.14823374882247234,0.25983327279897084,-0.20101384811936923,-0.37209451493539797,-0.07101430997891701,-0.2734066278468324,0.019455761322748913,0.977499366488556,0.9514167737693481,0.9731577329684707,0.9669053378091329,0.9654062208312217,0.9738395674854153,0.9583697241953647,,0.271859578178096,0.04220892319329169,0.2366904805179793,-0.05631857933180464,0.11970824182397138,-0.07151000741207045,-0.14986836887288696,0.5867595609012851,0.05188589203587197,-0.0380751541059915,-0.030397430301035987,-0.14444955044240712,-0.15410703916082116,0.5095593127720396,-0.5226231330286055,0.01854077079162272,0.5491924314527226,0.03361928936148304,0.43443211913108826,,21.134294509887695,0.5560624659732608,0.06532256266238526,0.011634023160032966,0.25281304145154443,,,0.4382835299318637,-0.16112880849970793,0.9730513793574277,,-0.45162440023902056,0.47199506848087597,-0.044406588651423363,0.11839194322129733
28,43.686763763427734,,0.5198701663753418,-0.13713291776299752,0.4635862222303238,-0.11632847882165849,0.15669618434248792,-0.18350883988931008,-0.35349228608292654,-0.07954442899052731,-0.2715051660002487,0.018206372806340916,0.9786763381738188,0.9576958860592271,0.9749678228898966,0.9676722915887327,0.9649670027674281,0.9738622453560463,0.9623731802068943,,0.24153204478046467,0.057915818045713,0.2211637397753438,-0.055744430106196625,0.03630413623780111,-0.09023616839159004,-0.13450122211672563,0.5411227575522523,0.03400886224214324,-0.031223496902771902,-0.02492247417991374,-0.14588065101464945,-0.1673868787599026,0.5020556877560362,-0.5079806079781221,0.01972467034961741,0.5512416214682634,0.033694565253596966,0.4229806959629059,,24.621973037719727,0.5372120739524894,0.06559575903659404,-0.0033992904032492262,0.23261902991778635,,,0.44489744398621,-0.16145486582991106,0.9742589627049424,,-0.4433968912950505,0.48053318315886057,0.055610925357488364,0.1504837745312462
29,49.19115447998047,,0.510076788539307,-0.08566208166325211,0.444034106082648,-0.09631684773259107,0.12316211246125255,-0.17767423992432174,-0.3100280337950584,-0.0943026893422103,-0.27515541799507215,0.018390150952898164,0.9783167666795387,0.9563946461733905,0.9740040740748057,0.9658756979273495,0.9647399245691349,0.9711486735715572,0.9623225088248594,,0.23301002208619093,0.071193288361317,0.20908989477752346,-0.05389996856643698,0.019795617932289795,-0.07677997698670641,-0.11350224646564126,0.5634946290024383,0.031361686877812246,-0.030674134817870242,-0.01565612156904171,-0.15120318554775505,-0.1725832842743133,0.4921077437429875,-0.5153528160452574,0.017786905954289774,0.5423919353583748,0.038236974576883916,0.4108012914657593,,27.980518341064453,0.5322771464550035,0.06622363329845853,-0.012137504436543635,0.24475249970453075,,,0.44677029177176397,-0.17534817189448246,0.9737320378272147,,-0.44990147736937175,0.48290443616743284,-0.020433431742199186,0.17118881881633033
30,53.689659118652344,-0.006437229684699287,0.5120041481854368,-0.08366695425127495,0.4379840828689457,-0.06761497017423847,0.11771271890590854,-0.11770144286988996,-0.3135192374388748,-0.07980767612301716,-0.26340012649508193,0.017014786838935793,0.9779717933042936,0.9555936724164659,0.9735481702039146,0.966754378541082,0.9641429443092483,0.9712671159497576,0.961678405024008,-0.0010565407516133904,0.25780711666699574,0.09114165315844958,0.2225127441460944,-0.04611183631680268,0.015080089611709122,-0.053551231524836845,-0.07901163530089136,0.5994414636052654,0.03711806375142302,-0.030640246545241005,-0.009944851244614375,-0.15240461081508178,-0.16550112782624152,0.4955435462306205,-0.5163305716105041,0.01529294901151454,0.544575031588166,0.03923587069424081,0.40153390169143677,0.9991876523151909,30.852170944213867,0.5173026515171003,0.06390576603054264,0.003796240785031578,0.24152560641560122,-0.013535831345724673,0.14453166690221633,0.45870917424714086,-0.18095740507093874,0.9733537341284505,0.036446611048526006,-0.4508661386819914,0.4933550641473586,-0.015169537512427092,0.14170729387504724
31,62.07940673828125,,0.5366332152053358,-0.11038708662491499,0.4017906984088191,-0.0668819794965634,0.15600852864391573,-0.1237328436339905,-0.3194364983256468,-0.10867682298803259,-0.2907091412028469,0.018367364852182645,0.9779109059657302,0.9583457687965885,0.9701822086772416,0.9684644930147882,0.9629298021033458,0.971809969854372,0.9612104529962638,,0.264948298902375,0.0720704159868604,0.1830921321901783,-0.05690168850610334,0.02215080341720253,-0.05009393840318418,-0.0498707329962957,0.6192466578596518,0.02392644559598959,-0.028013270149065263,-0.0070536417317874555,-0.1518891247251501,-0.16193213778932586,0.4536094108867983,-0.5261485473380183,0.018359262309155175,0.5689499722923735,0.027321541088633935,0.40120333433151245,,35.734703063964844,0.5342059813814379,0.06814540841139755,0.015813403449893116,0.2371469602519778,,,0.4887534625427037,-0.19425744824390817,0.9733054545579389,,-0.45327836675040073,0.5238209117255619,-0.02732595257889181,0.1915305586124904
32,67.24351501464844,,0.5446655845013475,-0.08722564492103582,0.3526227199469454,-0.049968922881393846,0.1549071791186378,-0.12419679543756605,-0.3235241587890718,-0.10272618929202662,-0.27545446946924695,0.024693362726464076,0.9784280092223521,0.9593886118512348,0.9692577449020164,0.9677104755753129,0.9642885417588848,0.9728857476326396,0.9620400160583363,,0.2714915675194135,0.08489855494974997,0.15080656729652475,-0.03680857746109793,0.03411897701747857,-0.03584160141905464,-0.037183972450132184,0.6431866296381241,0.014955318973036667,-0.024813041485772597,0.005848938470696931,-0.14992648333735806,-0.1803511355348827,0.43438895398818433,-0.519872160570258,0.020761807419053806,0.5742774912355408,0.02850951654222547,0.3928321301937103,,39.205421447753906,0.5248822820001432,0.06812694368965183,0.0001383375679058896,0.26143259043528555,,,0.4994272018062841,-0.18974439281667543,0.9740455449951928,,-0.45162411694410354,0.5329097408033971,-0.04505592986140166,0.17333191973820258
33,70.32243347167969,,0.5525794978090334,-0.09704487631023183,0.37265614555423593,-0.06719838008555286,0.1628825072621607,-0.12975629630023122,-0.3109087707722031,-0.08584318854714984,-0.28136862735568036,0.024599742907173216,0.977691682191461,0.9615665673466717,0.9692150078279967,0.967192719697961,0.9641294971188472,0.9709145774397746,0.9624766293436722,,0.2981829744165087,0.09280108472205278,0.1561218296070512,-0.012209169711820537,0.0038872789237840493,-0.0569026873234467,-0.055818618539391726,0.693366059257582,0.029455911166351344,-0.03968593399935417,-0.02621781941463321,-0.13227083934474268,-0.17676085967237987,0.4271099597590515,-0.5201151749985972,0.01799410828015861,0.582918825806698,0.007100517988793159,0.3795888125896454,,41.63229751586914,0.5142454672836722,0.06963739414235373,-0.010546220499461438,0.2173009662746938,,,0.504278265940803,-0.19547922493542344,0.9742633109771506,,-0.4565138340328081,0.5389747224423845,0.06773270485866709,0.21013642700485768
34,73.69611358642578,,0.5529668544019904,-0.056240711515093834,0.45116750799019834,-0.05731661657177612,0.1574335780843416,-0.09461159244165268,-0.28426957466623454,-0.07497306570363603,-0.2738277905570276,0.03317988925632977,0.9768751856777655,0.9580692096679619,0.9714717420413902,0.9656696321384558,0.9630620215904118,0.9701216371707638,0.9605387974802894,,0.3110546100916324,0.11155487256589097,0.21802635744498972,-4.950588994958081e-05,-0.014183075964505548,-0.03891197730225362,-0.08387686722094145,0.7349675952237725,0.026559076817778474,-0.04502484245706559,-0.05337009242792206,-0.11274832787706132,-0.15837770945498905,0.43126956741123873,-0.5143319297896793,0.022732937759937736,0.5821671900899722,-0.01231823095984302,0.3653716444969177,,43.55730056762695,0.5238268420057485,0.07024159479740837,0.0011678307054994166,0.22738933412779422,,,0.5118692329406538,-0.2010804131836587,0.9735139774640835,,-0.45628521570751956,0.5457912902887053,0.029677102248803662,0.15293619473243453
35,82.42082214355469,,0.538001537678839,-0.15269571394082299,0.25511492646290557,-0.10584887839469455,0.15661793487912432,-0.08115534813534105,-0.23065081702317144,-0.14930445654531224,-0.2479894724785625,0.03541898693700621,0.9774385184896428,0.9640701114974943,0.9642527138375555,0.9664501838435798,0.9626266402365334,0.9679822005792794,0.9577110155836096,,0.32718072641242013,0.03493567544806004,0.08565329805547069,0.030644510562469432,0.01674683664719344,-0.06598624427809988,-0.0438213250211281,0.7487251085603837,0.04796757159916202,-0.0628462003426078,-0.06771143378062869,-0.10940572818358255,-0.14762318750550865,0.4009119760746469,-0.5130428712947968,0.022355461225100112,0.5667148093264254,-0.04224862429087233,0.366558700799942,,47.3061637878418,0.5326555532359027,0.061312975565982454,-0.005212092281436848,0.2209840835219572,,,0.5143856503633234,-0.20033184087052405,0.9738302284970953,,-0.4633941030895497,0.5476689116671458,0.045566331052841046,0.19735561794723855
36,37.95351028442383,0.005370154250003415,0.5448637078391962,-0.051882716962275206,0.22348328746071563,-0.12004404962725082,0.2320869959983285,-0.06190829800487751,-0.1390369267710634,-0.173788331626371,-0.2587162420299779,0.029306226142058404,0.979034190106094,0.9624372742165717,0.9645060435700604,0.968768898009849,0.9643638885907933,0.9674229365527347,0.9606499969186859,0.021838664953106785,0.18497150857563477,0.013706241565244012,0.0312583329675764,-0.011652598771683214,0.03371159305917495,-0.013285604527199742,-0.012778729127360559,0.4262621854184624,-0.053852098617118725,-0.08826858435815846,-0.1598674842117179,-0.21358450872816528,-0.14729347255764633,0.40225193308216617,-0.5481501034714756,0.020008925008037474,0.5644465806435655,-0.09050942901190843,0.39373743534088135,0.9995938261575954,21.487722396850586,0.5368149203184999,0.0674300929925379,0.01009240277742459,0.23770581052151674,0.009460692727722375,0.14971954332208545,0.5097131516412186,-0.20586073877942546,0.9748130667288297,0.013135361021449965,-0.4660872820761711,0.5383672470857025,-0.05171196599484986,0.15547002879640548
