model,layer,d_model,norm_w0,norm_w1,norm_diff,norm_w1_over_init,norm_sum,init_over_w1,cos_w1_diff,cos_w0_w1,frac_w1_along_diff,bias_diff
deepseek_qwen,63,5120,40.07176208496094,40.06156539916992,80.12916564941406,69.38866670210565,0.8166439533233643,0.010192361660301685,0.9999480247497559,-0.9997922778129578,0.9998959302902222,-0.014025717973709106
qwen3,0,5120,1.0365127325057983,1.0446690320968628,1.9142823219299316,1.8094198406855686,0.8166438341140747,0.39086246490478516,0.9204589128494263,-0.6920794248580933,0.8472445607185364,-0.46092697978019714
qwen3,1,5120,1.8968687057495117,1.8928744792938232,3.700711488723755,3.2785547704873848,0.8166438341140747,0.21571525931358337,0.9764567613601685,-0.9071320295333862,0.9534674882888794,0.03199905902147293
qwen3,2,5120,1.7881923913955688,1.7902610301971436,3.4840242862701416,3.100823063112053,0.8166438937187195,0.22807955741882324,0.9736427664756775,-0.8958398103713989,0.9479802250862122,0.012163394130766392
qwen3,3,5120,1.6753058433532715,1.6807730197906494,3.2552099227905273,2.911184266268375,0.8166439533233643,0.24293701350688934,0.9700434803962708,-0.8815834522247314,0.940984308719635,0.007055651396512985
qwen3,4,5120,1.6151680946350098,1.6133291721343994,3.123506784439087,2.794368095469815,0.8166439533233643,0.25309279561042786,0.9674422144889832,-0.8720347881317139,0.9359444975852966,-0.003301881952211261
qwen3,5,5120,1.5852267742156982,1.5814086198806763,3.059523820877075,2.7390800771607093,0.8166438341140747,0.25820139050483704,0.9660916328430176,-0.866987943649292,0.9333333373069763,-0.005918164737522602
qwen3,6,5120,1.5638335943222046,1.5593291521072388,3.0145082473754883,2.7008373171730358,0.8166438341140747,0.26185742020606995,0.9651076793670654,-0.8632605671882629,0.931432843208313,-0.004979564808309078
qwen3,7,5120,1.5699670314788818,1.5625462532043457,3.024200201034546,2.7064094997263104,0.8166438341140747,0.26131829619407654,0.9652557969093323,-0.8640822172164917,0.9317184090614319,-0.0008114022202789783
qwen3,8,5120,1.7290118932724,1.724708914756775,3.3557863235473633,2.987283468625714,0.8166438341140747,0.23674830794334412,0.9715718626976013,-0.8881826996803284,0.9439518451690674,-0.004797717556357384
qwen3,9,5120,1.9825423955917358,1.9767475128173828,3.8741581439971924,3.4238271259351176,0.8166436553001404,0.20656245946884155,0.9784345626831055,-0.9149175882339478,0.9573342204093933,-0.006398950703442097
