model,layer,d_model,norm_w0,norm_w1,norm_diff,norm_w1_over_init,norm_sum,init_over_w1,cos_w1_diff,cos_w0_w1,frac_w1_along_diff,bias_diff
qwq,4,5120,1.2190022468566895,1.2217737436294556,2.3001060485839844,2.116174199319849,0.8166438341140747,0.33420419692993164,0.942501425743103,-0.7761097550392151,0.8883090615272522,-0.010805645026266575
qwq,5,5120,1.1739501953125,1.177621603012085,2.2052199840545654,2.0397004485076375,0.8166438341140747,0.3467344045639038,0.9379648566246033,-0.7588032484054565,0.8797783851623535,-0.010324850678443909
qwq,6,5120,1.187469482421875,1.1940385103225708,2.237122058868408,2.068135366072548,0.8166438937187195,0.3419671356678009,0.9397163987159729,-0.7648382782936096,0.883066713809967,-0.011519530788064003
qwq,7,5120,1.1856688261032104,1.1931681632995605,2.2342817783355713,2.066627880808478,0.8166438937187195,0.3422165811061859,0.9396271109580994,-0.7643141746520996,0.8828991651535034,-0.011276357807219028
qwq,8,5120,1.2314258813858032,1.231589436531067,2.32369065284729,2.133175478136933,0.8166438341140747,0.33154061436653137,0.9434409141540527,-0.780132532119751,0.8900805711746216,-0.012922652065753937
qwq,9,5120,1.2561578750610352,1.2579729557037354,2.3778038024902344,2.1788730738264626,0.8166437745094299,0.3245871663093567,0.9458562135696411,-0.7889831066131592,0.8946442008018494,-0.010809753090143204
qwq,10,5120,1.3595761060714722,1.358893871307373,2.5929081439971924,2.3536732271983336,0.8166438341140747,0.30048108100891113,0.9537878036499023,-0.8195129632949829,0.9097112417221069,-0.011063682846724987
qwq,11,5120,1.7967616319656372,1.7954885959625244,3.4981935024261475,3.1098774726176,0.8166438341140747,0.22741548717021942,0.9737980365753174,-0.896638035774231,0.9482825994491577,-0.012491454370319843
qwq,12,5120,1.7585560083389282,1.7595744132995605,3.422036647796631,3.0476722835330374,0.8166437745094299,0.23205718398094177,0.972702145576477,-0.8922366499900818,0.9461493492126465,-0.012030813843011856
qwq,13,5120,1.6649389266967773,1.662229061126709,3.2253904342651367,2.879065187688973,0.8166438341140747,0.24564720690250397,0.969359815120697,-0.8795127272605896,0.9396584630012512,-0.011625384911894798
qwq,14,5120,1.6823718547821045,1.6803783178329468,3.262082815170288,2.910500622423787,0.8166437745094299,0.242994025349617,0.9700281620025635,-0.8820483684539795,0.9409546256065369,-0.012014500796794891
qwq,15,5120,1.5807826519012451,1.5801233053207397,3.05359148979187,2.736853847039191,0.8166437745094299,0.2584114074707031,0.9660351872444153,-0.866503119468689,0.9332239031791687,-0.010686715133488178
qwq,16,5120,1.4858561754226685,1.4833433628082275,2.8546879291534424,2.569226069453925,0.8166438341140747,0.27527135610580444,0.9613668322563171,-0.848708987236023,0.9242264032363892,-0.011611070483922958
qwq,17,5120,1.3356711864471436,1.335416316986084,2.543187141418457,2.3130089102764027,0.8166438341140747,0.30576375126838684,0.9521075487136841,-0.8130528926849365,0.90650874376297,-0.012562326155602932
qwq,18,5120,1.2728005647659302,1.2737253904342651,2.4120304584503174,2.2061570911226527,0.8166437745094299,0.32057294249534607,0.9472238421440125,-0.7943170070648193,0.8972330093383789,-0.01309253927320242
qwq,19,5120,1.2422462701797485,1.2471163272857666,2.351604700088501,2.1600688418076444,0.8166437149047852,0.32741281390190125,0.9448835849761963,-0.7847689390182495,0.8928050398826599,-0.01410016417503357
qwq,20,5120,1.245822548866272,1.2444316148757935,2.352543592453003,2.15541878350986,0.8166437745094299,0.3281191885471344,0.9446365833282471,-0.7849168181419373,0.8923382759094238,-0.01494679506868124
qwq,21,5120,1.25041663646698,1.2476756572723389,2.36083984375,2.1610376297625846,0.8166438341140747,0.32726606726646423,0.9449329972267151,-0.7862658500671387,0.8928983211517334,-0.015170595608651638
qwq,22,5120,1.2485969066619873,1.2512575387954712,2.362704277038574,2.1672416305473416,0.8166437745094299,0.32632920145988464,0.9452569484710693,-0.7865667343139648,0.893510639667511,-0.015499508939683437
qwq,23,5120,1.2673074007034302,1.2710986137390137,2.403458595275879,2.201607380426339,0.8166437149047852,0.32123538851737976,0.9470005035400391,-0.7930025458335876,0.896809995174408,-0.015232371166348457
qwq,24,5120,1.3237481117248535,1.3273084163665771,2.5221428871154785,2.298965614460698,0.8166437745094299,0.3076314926147461,0.9515064358711243,-0.8102200627326965,0.905364453792572,-0.015234414488077164
qwq,25,5120,1.343436598777771,1.3457005023956299,2.562138557434082,2.3308216419201946,0.8166437745094299,0.3034270107746124,0.952855110168457,-0.8155550956726074,0.9079328179359436,-0.014921153895556927
qwq,26,5120,1.3744397163391113,1.3750007152557373,2.6253602504730225,2.381571099266484,0.8166438341140747,0.29696124792099,0.9548896551132202,-0.8235562443733215,0.9118139147758484,-0.015109480358660221
qwq,27,5120,1.4130702018737793,1.4185911417007446,2.7113518714904785,2.4570719325928305,0.8166437149047852,0.2878361940383911,0.9576816558837891,-0.8336606621742249,0.91715407371521,-0.015174701809883118
qwq,28,5120,1.3779770135879517,1.3832951784133911,2.637753963470459,2.3959375308770485,0.8166438937187195,0.29518061876296997,0.9554435610771179,-0.8250718116760254,0.9128724336624146,-0.014623446390032768
qwq,29,5120,1.4538228511810303,1.462493658065796,2.7996551990509033,2.5331133215172232,0.8166437745094299,0.2791956663131714,0.9602394700050354,-0.8431876301765442,0.9220595955848694,-0.014626550488173962
qwq,30,5120,1.470577597618103,1.4816029071807861,2.837003231048584,2.566211511878877,0.8166438937187195,0.27559471130371094,0.961281418800354,-0.8469840884208679,0.92406165599823,-0.01396176964044571
qwq,31,5120,1.627419352531433,1.6372575759887695,3.160902261734009,2.835813306689611,0.8166438341140747,0.24939382076263428,0.968407154083252,-0.8748714923858643,0.9378125667572021,-0.013604799285531044
qwq,32,5120,1.795446753501892,1.8068532943725586,3.508531093597412,3.129561707676477,0.8166438937187195,0.2259851098060608,0.9741361141204834,-0.8972325325012207,0.9489409923553467,-0.013454973697662354
qwq,33,5120,1.8189971446990967,1.834356665611267,3.560943841934204,3.1771989440413484,0.8166438341140747,0.22259679436683655,0.9749200940132141,-0.9000998139381409,0.9504691958427429,-0.012334534898400307
qwq,34,5120,1.8493645191192627,1.8616379499435425,3.6200530529022217,3.2244515146005823,0.8166438341140747,0.21933476626873016,0.9756555557250977,-0.9031680822372437,0.9519039392471313,-0.01213839091360569
qwq,35,5120,1.8837409019470215,1.8953725099563599,3.6898412704467773,3.282881486513763,0.8166438937187195,0.21543097496032715,0.9765239953994751,-0.9066247940063477,0.9535993337631226,-0.012346366420388222
qwq,36,5120,1.9468504190444946,1.9601963758468628,3.820770263671875,3.3951597157791453,0.8166439533233643,0.2083066701889038,0.9780697822570801,-0.9126451015472412,0.956620454788208,-0.012251302599906921
qwq,37,5120,1.9964754581451416,2.0074045658111572,3.9197282791137695,3.4769266993306664,0.8166439533233643,0.2034079134464264,0.9790979027748108,-0.9168123006820679,0.9586327075958252,-0.011590942740440369
qwq,38,5120,2.0371086597442627,2.0526275634765625,4.0074028968811035,3.555255228957717,0.8166438341140747,0.19892644882202148,0.9800220727920532,-0.9202825427055359,0.9604430198669434,-0.01266722846776247
qwq,39,5120,2.0025904178619385,2.01784610748291,3.9366531372070312,3.4950119800154904,0.8166438937187195,0.20235534012317657,0.9793198704719543,-0.9175096750259399,0.9590672254562378,-0.01176512148231268
qwq,40,5120,2.186452627182007,2.203062057495117,4.312911510467529,3.8158154158087703,0.8166438341140747,0.1853429079055786,0.9826815128326416,-0.9308028221130371,0.965663492679596,-0.012144853360950947
qwq,41,5120,2.3541526794433594,2.3717575073242188,4.654850959777832,4.108004505918461,0.8166438341140747,0.1721600592136383,0.9850760102272034,-0.9403064250946045,0.9703747630119324,-0.01295103132724762
qwq,42,5120,2.5038540363311768,2.519355297088623,4.956407070159912,4.3636513768752785,0.8166438937187195,0.1620739847421646,0.9867833852767944,-0.9471578598022461,0.9737412929534912,-0.013121492229402065
qwq,43,5120,2.46376895904541,2.4815261363983154,4.877432823181152,4.298129348551979,0.8166439533233643,0.1645447015762329,0.9863764047622681,-0.9454855918884277,0.9729382395744324,-0.013095395639538765
qwq,44,5120,2.6834113597869873,2.695772409439087,5.31684684753418,4.669214778790869,0.8166439533233643,0.15146753191947937,0.9884650707244873,-0.9539144039154053,0.9770634174346924,-0.013186939992010593
qwq,45,5120,2.8826050758361816,2.8973066806793213,5.721946716308594,5.018282376045322,0.8166438341140747,0.14093154668807983,0.9900227785110474,-0.9600867033004761,0.9801448583602905,-0.011808126233518124
qwq,46,5120,3.028104543685913,3.045562982559204,6.018540859222412,5.275069823443548,0.8166438937187195,0.13407109677791595,0.9909759163856506,-0.9638592004776001,0.9820332527160645,-0.012048168107867241
qwq,47,5120,3.3319525718688965,3.345332622528076,6.627171516418457,5.794286070436264,0.8166439533233643,0.12205721437931061,0.9925248622894287,-0.9700922966003418,0.9851054549217224,-0.011293115094304085
qwq,48,5120,3.8170669078826904,3.8289954662323,7.602334499359131,6.632014689465225,0.8166438937187195,0.10663944482803345,0.9942989349365234,-0.9771897792816162,0.9886302351951599,-0.012369383126497269
qwq,49,5120,3.6496078968048096,3.653837203979492,7.257646083831787,6.328631679877889,0.8166438341140747,0.11175153404474258,0.9937362670898438,-0.9749948978424072,0.9875118136405945,-0.011519176885485649
qwq,50,5120,3.8651480674743652,3.87123703956604,7.693165302276611,6.70517924067091,0.8166439533233643,0.10547584295272827,0.994422197341919,-0.9777160286903381,0.9888754487037659,-0.010813290253281593
qwq,51,5120,4.387761116027832,4.39192533493042,8.741625785827637,7.607037823148446,0.8166438341140747,0.09297104924917221,0.995668888092041,-0.9826968312263489,0.9913566708564758,-0.011066611856222153
qwq,52,5120,4.702310085296631,4.703764915466309,9.370556831359863,8.147159820447571,0.8166439533233643,0.086807481944561,0.9962253570556641,-0.9849245548248291,0.9924653768539429,-0.010712678544223309
qwq,53,5120,5.284379482269287,5.287505149841309,10.540294647216797,9.158227564807236,0.8166438341140747,0.07722392678260803,0.9970136880874634,-0.988065779209137,0.9940359592437744,-0.010876289568841457
qwq,54,5120,5.877806186676025,5.882895469665527,11.732316017150879,10.189473849077467,0.8166439533233643,0.06940833479166031,0.9975885152816772,-0.9903570413589478,0.9951831102371216,-0.010754532180726528
qwq,55,5120,6.807749271392822,6.813441753387451,13.596691131591797,11.801227291278243,0.816644012928009,0.05992889031767845,0.9982026815414429,-0.992811381816864,0.9964085817337036,-0.011259968392550945
qwq,56,5120,7.66129732131958,7.6612019538879395,15.3007230758667,13.269591031179868,0.816644012928009,0.05329738184809685,0.9985785484313965,-0.994318962097168,0.9971590638160706,-0.011438051238656044
qwq,57,5120,9.117040634155273,9.10926342010498,18.2080020904541,15.777707063150466,0.8166438341140747,0.044824909418821335,0.998995304107666,-0.9959853887557983,0.997991681098938,-0.011986006051301956
qwq,58,5120,9.683075904846191,9.678006172180176,19.343852996826172,16.762798406181254,0.8166438341140747,0.042190708220005035,0.9991095066070557,-0.9964419603347778,0.9982199668884277,-0.011219996027648449
qwq,59,5120,11.312013626098633,11.302600860595703,22.599868774414062,19.576678948223478,0.8166437745094299,0.03612636402249336,0.9993472099304199,-0.9973922967910767,0.9986945986747742,-0.011108482256531715
qwq,60,5120,11.768020629882812,11.7598237991333,23.513668060302734,20.36861230815654,0.8166438341140747,0.034721773117780685,0.9993969798088074,-0.9975907206535339,0.9987942576408386,-0.011039461940526962
qwq,61,5120,14.346453666687012,14.338362693786621,28.673187255859375,24.834772682988582,0.8166439533233643,0.028477586805820465,0.9995946884155273,-0.9983792304992676,0.9991897940635681,-0.012235053814947605
qwq,62,5120,16.027191162109375,16.021764755249023,32.03854751586914,27.75051058300765,0.8166439533233643,0.025485455989837646,0.9996752142906189,-0.9987013936042786,0.9993505477905273,-0.008710232563316822
qwq,63,5120,24.866220474243164,24.860074996948242,49.71958923339844,43.05891297468706,0.816644012928009,0.016424810513854027,0.999864935874939,-0.9994605779647827,0.9997298121452332,-0.0056658294051885605
