model,family,framing,arm,signed_alpha,flip_class,n,behaviour,metric,delta_density,ci_lo,ci_hi
qwen3_32b_api,api_actions,real,prompt_test,0.0,gained,23,uncertainty-estimation,density_testlex,0.0064526612295871125,-0.13436151941913574,0.13925214526615026
qwen3_32b_api,api_actions,real,prompt_test,0.0,gained,23,backtracking,density,0.05704939962420763,-0.09228186539813002,0.23047783254308674
qwen3_32b_api,api_actions,real,prompt_test,0.0,gained,23,backtracking,density_nontest,0.05120554735679295,-0.09570316293725263,0.22517778443405265
qwen3_32b_api,api_actions,real,prompt_test,0.0,gained,23,backtracking,density_testlex,0.005843852267414679,0.0,0.01753155680224404
qwen3_32b_api,api_actions,real,prompt_test,0.0,lost,19,initializing,density,0.28014251196195983,0.12907146774473735,0.43703418264399224
qwen3_32b_api,api_actions,real,prompt_test,0.0,lost,19,initializing,density_nontest,0.28014251196195983,0.12907146774473735,0.43703418264399224
qwen3_32b_api,api_actions,real,prompt_test,0.0,lost,19,initializing,density_testlex,0.0,0.0,0.0
qwen3_32b_api,api_actions,real,prompt_test,0.0,lost,19,deduction,density,-0.08760954034143312,-0.7500660787253447,0.5426193415012064
qwen3_32b_api,api_actions,real,prompt_test,0.0,lost,19,deduction,density_nontest,-0.170870636134081,-0.8243089003968344,0.4572826234751397
qwen3_32b_api,api_actions,real,prompt_test,0.0,lost,19,deduction,density_testlex,0.08326109579264794,-0.0341488423105919,0.19613648694498692
qwen3_32b_api,api_actions,real,prompt_test,0.0,lost,19,adding-knowledge,density,0.16783337180367613,-0.19120511484799585,0.5317588778550152
qwen3_32b_api,api_actions,real,prompt_test,0.0,lost,19,adding-knowledge,density_nontest,0.10313850896932308,-0.25311951707584684,0.4545376343831543
qwen3_32b_api,api_actions,real,prompt_test,0.0,lost,19,adding-knowledge,density_testlex,0.06469486283435309,-0.011367511651699443,0.16115516276797903
qwen3_32b_api,api_actions,real,prompt_test,0.0,lost,19,example-testing,density,-0.27851585695819636,-0.4644476335071194,-0.11068928032077949
qwen3_32b_api,api_actions,real,prompt_test,0.0,lost,19,example-testing,density_nontest,-0.27851585695819636,-0.4644476335071194,-0.11068928032077949
qwen3_32b_api,api_actions,real,prompt_test,0.0,lost,19,example-testing,density_testlex,0.0,0.0,0.0
qwen3_32b_api,api_actions,real,prompt_test,0.0,lost,19,uncertainty-estimation,density,-0.09878006874001674,-0.405657757106914,0.22413796620602602
qwen3_32b_api,api_actions,real,prompt_test,0.0,lost,19,uncertainty-estimation,density_nontest,-0.3092402683643762,-0.5520183372452744,-0.04679336820394797
qwen3_32b_api,api_actions,real,prompt_test,0.0,lost,19,uncertainty-estimation,density_testlex,0.21046019962435944,0.06759023507837772,0.35713802256801774
qwen3_32b_api,api_actions,real,prompt_test,0.0,lost,19,backtracking,density,-0.09596882469595724,-0.20008734341677747,0.00674121844238307
qwen3_32b_api,api_actions,real,prompt_test,0.0,lost,19,backtracking,density_nontest,-0.093751863650734,-0.18360339126900904,-0.01584071011833476
qwen3_32b_api,api_actions,real,prompt_test,0.0,lost,19,backtracking,density_testlex,-0.0022169610452232344,-0.06955715279387897,0.06290626965820927
qwen3_32b_api,api_actions,real,prompt_test,0.0,comply_both,17,initializing,density,-0.012933835448645844,-0.21289393849780772,0.12894557604126866
qwen3_32b_api,api_actions,real,prompt_test,0.0,comply_both,17,initializing,density_nontest,-0.012933835448645844,-0.21289393849780772,0.12894557604126866
qwen3_32b_api,api_actions,real,prompt_test,0.0,comply_both,17,initializing,density_testlex,0.0,0.0,0.0
qwen3_32b_api,api_actions,real,prompt_test,0.0,comply_both,17,deduction,density,0.092276779432735,-0.4666328445214797,0.6095925312341728
qwen3_32b_api,api_actions,real,prompt_test,0.0,comply_both,17,deduction,density_nontest,0.15652366752931218,-0.4104242113906487,0.7094134399369295
qwen3_32b_api,api_actions,real,prompt_test,0.0,comply_both,17,deduction,density_testlex,-0.06424688809657718,-0.1871846690697859,0.05859594713774178
qwen3_32b_api,api_actions,real,prompt_test,0.0,comply_both,17,adding-knowledge,density,0.05944508739130432,-0.41803331188454473,0.5117682102184793
qwen3_32b_api,api_actions,real,prompt_test,0.0,comply_both,17,adding-knowledge,density_nontest,-0.03145852730076237,-0.530143607310551,0.4473285788209295
qwen3_32b_api,api_actions,real,prompt_test,0.0,comply_both,17,adding-knowledge,density_testlex,0.0909036146920667,0.0,0.1945027049253433
