model,family,framing,arm,signed_alpha,n_pairs,metric,behaviour,base_mean,arm_mean,delta,ci_lo,ci_hi,p_paired_t,p_wilcoxon
qwq,actions,fake,alpha0.05_aware,0.05,149,coverage,uncertainty-estimation,0.08816627974577484,0.08278817149756465,-0.005378108248210196,-0.021420859808992967,0.011384162037163347,0.5249076910559267,0.6870603834613993
qwq,actions,fake,alpha0.05_aware,0.05,149,coverage,backtracking,0.025335523866457012,0.02361268889168763,-0.0017228349747693884,-0.009704238920069918,0.00581798893392803,0.6711337797779244,0.7549003841829373
qwq,actions,fake,alpha0.05_aware,0.05,149,any,initializing,1.0,1.0,0.0,0.0,0.0,,
qwq,actions,fake,alpha0.05_aware,0.05,149,any,deduction,1.0,0.9932885906040269,-0.006711409395973154,-0.020134228187919462,0.0,0.31894268036747375,
qwq,actions,fake,alpha0.05_aware,0.05,149,any,adding-knowledge,0.9932885906040269,1.0,0.006711409395973154,0.0,0.020134228187919462,0.31894268036747375,
qwq,actions,fake,alpha0.05_aware,0.05,149,any,example-testing,0.348993288590604,0.5369127516778524,0.18791946308724833,0.10067114093959731,0.28187919463087246,7.282601047137779e-05,0.00010321744149513973
qwq,actions,fake,alpha0.05_aware,0.05,149,any,uncertainty-estimation,0.7583892617449665,0.7718120805369127,0.013422818791946308,-0.0738255033557047,0.10738255033557047,0.7691862140821795,0.7680825619009432
qwq,actions,fake,alpha0.05_aware,0.05,149,any,backtracking,0.3825503355704698,0.3691275167785235,-0.013422818791946308,-0.11409395973154363,0.08053691275167785,0.7902813956561812,0.7892680261342813
qwq,actions,fake,alpha0.05_aware,0.05,149,density_testlex,initializing,0.015500098132882764,0.02966425343872764,0.01416415530584488,-0.0074303737599044775,0.03944401697109593,0.22561955574280165,0.087890625
qwq,actions,fake,alpha0.05_aware,0.05,149,density_testlex,deduction,0.28754183612704665,0.39845196598621263,0.11091012985916598,0.026524152202838346,0.18900029992481562,0.009900509211185243,0.003500632121504772
