model,family,framing,arm,signed_alpha,n,metric,behaviour,mean,ci_lo,ci_hi
deepseek_qwen,actions,real,alpha0.3,-0.3,149,density,adding-knowledge,1.5827038502625375,1.4855177905524681,1.677269709268786
deepseek_qwen,actions,real,alpha0.3,-0.3,149,density,example-testing,0.11493791496308789,0.07484097802239137,0.159781266290759
deepseek_qwen,actions,real,alpha0.3,-0.3,149,density,uncertainty-estimation,0.6532380871188509,0.585380954509325,0.7222167253545916
deepseek_qwen,actions,real,alpha0.3,-0.3,149,density,backtracking,0.0857040093044869,0.05839442821794098,0.11569339018749562
deepseek_qwen,actions,real,alpha0.3,-0.3,149,coverage,initializing,0.1291075946104925,0.12210712428523854,0.13594982974772943
deepseek_qwen,actions,real,alpha0.3,-0.3,149,coverage,deduction,0.5436257421572636,0.5263404635416675,0.5612635040935581
deepseek_qwen,actions,real,alpha0.3,-0.3,149,coverage,adding-knowledge,0.22621642858310698,0.21303153888635934,0.2396914597272405
deepseek_qwen,actions,real,alpha0.3,-0.3,149,coverage,example-testing,0.017364851267661,0.01124891840237471,0.02413567131892409
deepseek_qwen,actions,real,alpha0.3,-0.3,149,coverage,uncertainty-estimation,0.0722790408427995,0.06326524315202356,0.08144403688886438
deepseek_qwen,actions,real,alpha0.3,-0.3,149,coverage,backtracking,0.011406342538676482,0.007507688580421563,0.015460442886081628
deepseek_qwen,actions,real,alpha0.3,-0.3,149,any,initializing,1.0,1.0,1.0
deepseek_qwen,actions,real,alpha0.3,-0.3,149,any,deduction,1.0,1.0,1.0
deepseek_qwen,actions,real,alpha0.3,-0.3,149,any,adding-knowledge,1.0,1.0,1.0
deepseek_qwen,actions,real,alpha0.3,-0.3,149,any,example-testing,0.2080536912751678,0.1476510067114094,0.2751677852348993
deepseek_qwen,actions,real,alpha0.3,-0.3,149,any,uncertainty-estimation,0.8590604026845637,0.7986577181208053,0.912751677852349
deepseek_qwen,actions,real,alpha0.3,-0.3,149,any,backtracking,0.18791946308724833,0.12751677852348994,0.2483221476510067
deepseek_qwen,actions,real,alpha0.3,-0.3,149,words,,244.3489932885906,234.41610738255034,255.09412751677854
deepseek_qwen,actions,real,alpha0.3,-0.3,149,n_spans_counted,,17.51006711409396,16.879194630872483,18.188087248322145
deepseek_qwen,actions,real,alpha0.3,-0.3,149,repetition_4gram,,0.0035024544475869357,0.002531020288938372,0.004466645020350297
deepseek_qwen,actions,real,alpha0.3,-0.3,149,executed,,0.10067114093959731,0.053691275167785234,0.15436241610738255
deepseek_qwen,actions,real,alpha0.35,-0.35,149,density,initializing,0.6204345649939388,0.567853786364986,0.6723445386719155
deepseek_qwen,actions,real,alpha0.35,-0.35,149,density,deduction,4.210814328711727,4.076318261932779,4.339334722561382
deepseek_qwen,actions,real,alpha0.35,-0.35,149,density,adding-knowledge,1.6577679523176223,1.5681328201012927,1.7548497029965315
deepseek_qwen,actions,real,alpha0.35,-0.35,149,density,example-testing,0.06529009519021878,0.03993618683889999,0.09711041675575015
deepseek_qwen,actions,real,alpha0.35,-0.35,149,density,uncertainty-estimation,0.6781565731855794,0.5955049975142027,0.7613922617736644
deepseek_qwen,actions,real,alpha0.35,-0.35,149,density,backtracking,0.08999713519128287,0.060181197919177316,0.12228099737467366
deepseek_qwen,actions,real,alpha0.35,-0.35,149,coverage,initializing,0.13215342942835417,0.12558971660904011,0.13831928919338377
deepseek_qwen,actions,real,alpha0.35,-0.35,149,coverage,deduction,0.5286592375991891,0.511212652553374,0.5440096272051598
deepseek_qwen,actions,real,alpha0.35,-0.35,149,coverage,adding-knowledge,0.24182683929904714,0.22831987987773508,0.25734002952707863
deepseek_qwen,actions,real,alpha0.35,-0.35,149,coverage,example-testing,0.01094481280596178,0.0065297463943144686,0.016785996331209505
deepseek_qwen,actions,real,alpha0.35,-0.35,149,coverage,uncertainty-estimation,0.07467922491351474,0.06431203670865711,0.08555052486823567
deepseek_qwen,actions,real,alpha0.35,-0.35,149,coverage,backtracking,0.011736455953933024,0.007886442632548226,0.015995206214047354
deepseek_qwen,actions,real,alpha0.35,-0.35,149,any,initializing,1.0,1.0,1.0
deepseek_qwen,actions,real,alpha0.35,-0.35,149,any,deduction,1.0,1.0,1.0
deepseek_qwen,actions,real,alpha0.35,-0.35,149,any,adding-knowledge,1.0,1.0,1.0
deepseek_qwen,actions,real,alpha0.35,-0.35,149,any,example-testing,0.1342281879194631,0.087248322147651,0.19463087248322147
deepseek_qwen,actions,real,alpha0.35,-0.35,149,any,uncertainty-estimation,0.8389261744966443,0.7785234899328859,0.8926174496644296
deepseek_qwen,actions,real,alpha0.35,-0.35,149,any,backtracking,0.20134228187919462,0.14093959731543623,0.2684563758389262
deepseek_qwen,actions,real,alpha0.35,-0.35,149,words,,239.36912751677852,230.6238255033557,248.40436241610738
deepseek_qwen,actions,real,alpha0.35,-0.35,149,n_spans_counted,,17.322147651006713,16.77181208053691,17.906040268456376
deepseek_qwen,actions,real,alpha0.35,-0.35,149,repetition_4gram,,0.0038226798228556506,0.0030064231199919715,0.004683738791321533
deepseek_qwen,actions,real,alpha0.35,-0.35,149,executed,,0.09395973154362416,0.053691275167785234,0.14093959731543623
deepseek_qwen,actions_sampling,fake,alpha0.0,0.0,149,density,initializing,0.6006842878682611,0.5570366803325856,0.6455379909502573
deepseek_qwen,actions_sampling,fake,alpha0.0,0.0,149,density,deduction,4.036611382860346,3.893921398732819,4.1789928741284195
deepseek_qwen,actions_sampling,fake,alpha0.0,0.0,149,density,adding-knowledge,1.7381429296864874,1.6165097113000146,1.8674743746613613
deepseek_qwen,actions_sampling,fake,alpha0.0,0.0,149,density,example-testing,0.08539536661173293,0.04891974502969317,0.1360729507951589
deepseek_qwen,actions_sampling,fake,alpha0.0,0.0,149,density,uncertainty-estimation,0.6099003595435827,0.5270113611894778,0.6970031254473723
deepseek_qwen,actions_sampling,fake,alpha0.0,0.0,149,density,backtracking,0.09444163317471697,0.05719968890066787,0.1385241758455666
deepseek_qwen,actions_sampling,fake,alpha0.0,0.0,149,coverage,initializing,0.12017235483958374,0.1132824132855362,0.12678215832552867
deepseek_qwen,actions_sampling,fake,alpha0.0,0.0,149,coverage,deduction,0.5374276937916201,0.5186332486795086,0.5556837748586063
deepseek_qwen,actions_sampling,fake,alpha0.0,0.0,149,coverage,adding-knowledge,0.24926048767203932,0.23112564344988218,0.26870881858245466
deepseek_qwen,actions_sampling,fake,alpha0.0,0.0,149,coverage,example-testing,0.013580626135661123,0.007677604976678896,0.021721809320099702
deepseek_qwen,actions_sampling,fake,alpha0.0,0.0,149,coverage,uncertainty-estimation,0.06683220305622221,0.056988729871797095,0.0769734099535896
deepseek_qwen,actions_sampling,fake,alpha0.0,0.0,149,coverage,backtracking,0.012726634504873333,0.007397265756864217,0.018946874494128234
deepseek_qwen,actions_sampling,fake,alpha0.0,0.0,149,any,initializing,1.0,1.0,1.0
deepseek_qwen,actions_sampling,fake,alpha0.0,0.0,149,any,deduction,1.0,1.0,1.0
deepseek_qwen,actions_sampling,fake,alpha0.0,0.0,149,any,adding-knowledge,0.9865771812080537,0.9664429530201343,1.0
deepseek_qwen,actions_sampling,fake,alpha0.0,0.0,149,any,example-testing,0.1610738255033557,0.10738255033557047,0.2214765100671141
deepseek_qwen,actions_sampling,fake,alpha0.0,0.0,149,any,uncertainty-estimation,0.7449664429530202,0.6778523489932886,0.8120805369127517
deepseek_qwen,actions_sampling,fake,alpha0.0,0.0,149,any,backtracking,0.18791946308724833,0.12751677852348994,0.2550335570469799
deepseek_qwen,actions_sampling,fake,alpha0.0,0.0,149,words,,251.11409395973155,236.4760067114094,268.0281879194631
deepseek_qwen,actions_sampling,fake,alpha0.0,0.0,149,n_spans_counted,,17.684563758389263,16.811912751677852,18.691442953020132
deepseek_qwen,actions_sampling,fake,alpha0.0,0.0,149,repetition_4gram,,0.004445174863156628,0.002453251460410691,0.0074681696152037735
deepseek_qwen,actions_sampling,fake,alpha0.0,0.0,149,executed,,0.20134228187919462,0.14093959731543623,0.26191275167785144
deepseek_qwen,actions_sampling,fake,alpha0.07_aware,0.07,149,density,initializing,0.645430676725702,0.5876727786524488,0.705166359893326
deepseek_qwen,actions_sampling,fake,alpha0.07_aware,0.07,149,density,deduction,3.7467417538181493,3.605995739380858,3.8853630430110218
deepseek_qwen,actions_sampling,fake,alpha0.07_aware,0.07,149,density,adding-knowledge,1.663161053249613,1.5621201611250957,1.772928454914964
deepseek_qwen,actions_sampling,fake,alpha0.07_aware,0.07,149,density,example-testing,0.1318752723326743,0.08809853880034764,0.1829564087680078
deepseek_qwen,actions_sampling,fake,alpha0.07_aware,0.07,149,density,uncertainty-estimation,0.6385598729745557,0.5601047542334467,0.7231853987768481
deepseek_qwen,actions_sampling,fake,alpha0.07_aware,0.07,149,density,backtracking,0.09732985988741165,0.0669459431350344,0.12964158480207613
deepseek_qwen,actions_sampling,fake,alpha0.07_aware,0.07,149,coverage,initializing,0.12844691071407557,0.12113409926352563,0.13579367858591512
deepseek_qwen,actions_sampling,fake,alpha0.07_aware,0.07,149,coverage,deduction,0.5100964338138357,0.4908739837238304,0.5281300488802114
deepseek_qwen,actions_sampling,fake,alpha0.07_aware,0.07,149,coverage,adding-knowledge,0.24640037096599185,0.23005083781920108,0.2645906791885446
deepseek_qwen,actions_sampling,fake,alpha0.07_aware,0.07,149,coverage,example-testing,0.021367364529614963,0.014506979919584528,0.029158078044293486
deepseek_qwen,actions_sampling,fake,alpha0.07_aware,0.07,149,coverage,uncertainty-estimation,0.07987238271366866,0.06912070151096607,0.09133333817751037
deepseek_qwen,actions_sampling,fake,alpha0.07_aware,0.07,149,coverage,backtracking,0.013816537262813153,0.00917979027212105,0.018883745932025294
deepseek_qwen,actions_sampling,fake,alpha0.07_aware,0.07,149,any,initializing,1.0,1.0,1.0
deepseek_qwen,actions_sampling,fake,alpha0.07_aware,0.07,149,any,deduction,1.0,1.0,1.0
deepseek_qwen,actions_sampling,fake,alpha0.07_aware,0.07,149,any,adding-knowledge,1.0,1.0,1.0
deepseek_qwen,actions_sampling,fake,alpha0.07_aware,0.07,149,any,example-testing,0.22818791946308725,0.1610738255033557,0.30201342281879195
deepseek_qwen,actions_sampling,fake,alpha0.07_aware,0.07,149,any,uncertainty-estimation,0.7718120805369127,0.7046979865771812,0.8389261744966443
deepseek_qwen,actions_sampling,fake,alpha0.07_aware,0.07,149,any,backtracking,0.21476510067114093,0.1476510067114094,0.28187919463087246
deepseek_qwen,actions_sampling,fake,alpha0.07_aware,0.07,149,words,,275.3020134228188,261.6907718120805,290.5377516778523
deepseek_qwen,actions_sampling,fake,alpha0.07_aware,0.07,149,n_spans_counted,,18.85234899328859,17.93288590604027,19.852516778523487
deepseek_qwen,actions_sampling,fake,alpha0.07_aware,0.07,149,repetition_4gram,,0.00511875292340213,0.0037110676672719796,0.0068566780470562735
deepseek_qwen,actions_sampling,fake,alpha0.07_aware,0.07,149,executed,,0.3959731543624161,0.3221476510067114,0.47651006711409394
deepseek_qwen,actions_sampling,fake,alpha0.35,-0.35,88,density,initializing,0.6870490655853861,0.6044466091864211,0.7718839138601081
deepseek_qwen,actions_sampling,fake,alpha0.35,-0.35,88,density,deduction,4.098606396584586,3.912758858176287,4.296491869061847
deepseek_qwen,actions_sampling,fake,alpha0.35,-0.35,88,density,adding-knowledge,1.742978746205888,1.5872942374715757,1.9024404242272568
deepseek_qwen,actions_sampling,fake,alpha0.35,-0.35,88,density,example-testing,0.10056752517725168,0.051632258044949114,0.1563663496953246
deepseek_qwen,actions_sampling,fake,alpha0.35,-0.35,88,density,uncertainty-estimation,0.6469714240870821,0.5357915928550283,0.7623343117236965
deepseek_qwen,actions_sampling,fake,alpha0.35,-0.35,88,density,backtracking,0.13606333318211652,0.08865347095872386,0.18898022034076814
deepseek_qwen,actions_sampling,fake,alpha0.35,-0.35,88,coverage,initializing,0.12425610897280787,0.11247685232825524,0.13645836267468028
deepseek_qwen,actions_sampling,fake,alpha0.35,-0.35,88,coverage,deduction,0.5260714278829243,0.5040100627651298,0.549810331359471
deepseek_qwen,actions_sampling,fake,alpha0.35,-0.35,88,coverage,adding-knowledge,0.24125690914477796,0.2199071387078081,0.2623430405052508
deepseek_qwen,actions_sampling,fake,alpha0.35,-0.35,88,coverage,example-testing,0.017236299052795445,0.009095530409630207,0.026372850468514092
deepseek_qwen,actions_sampling,fake,alpha0.35,-0.35,88,coverage,uncertainty-estimation,0.07285145028788689,0.05853929262466669,0.0878135236977561
deepseek_qwen,actions_sampling,fake,alpha0.35,-0.35,88,coverage,backtracking,0.018327804658807498,0.011708121742441825,0.025618607918713582
deepseek_qwen,actions_sampling,fake,alpha0.35,-0.35,88,any,initializing,1.0,1.0,1.0
deepseek_qwen,actions_sampling,fake,alpha0.35,-0.35,88,any,deduction,1.0,1.0,1.0
deepseek_qwen,actions_sampling,fake,alpha0.35,-0.35,88,any,adding-knowledge,1.0,1.0,1.0
deepseek_qwen,actions_sampling,fake,alpha0.35,-0.35,88,any,example-testing,0.19318181818181818,0.11363636363636363,0.2727272727272727
deepseek_qwen,actions_sampling,fake,alpha0.35,-0.35,88,any,uncertainty-estimation,0.7613636363636364,0.6704545454545454,0.8409090909090909
deepseek_qwen,actions_sampling,fake,alpha0.35,-0.35,88,any,backtracking,0.2840909090909091,0.19318181818181818,0.375
deepseek_qwen,actions_sampling,fake,alpha0.35,-0.35,88,words,,260.40909090909093,239.01789772727273,283.85312500000003
deepseek_qwen,actions_sampling,fake,alpha0.35,-0.35,88,n_spans_counted,,18.954545454545453,17.477272727272727,20.556818181818183
deepseek_qwen,actions_sampling,fake,alpha0.35,-0.35,88,repetition_4gram,,0.0032357920909618716,0.0021609757893701754,0.004377987963394654
deepseek_qwen,actions_sampling,fake,alpha0.35,-0.35,88,executed,,0.20454545454545456,0.125,0.29545454545454547
deepseek_qwen,actions_sampling,real,alpha0.0,0.0,149,density,initializing,0.6503038030475695,0.600182275686009,0.7035912170489507
deepseek_qwen,actions_sampling,real,alpha0.0,0.0,149,density,deduction,3.770466097635471,3.6419942978967375,3.8918307902863623
deepseek_qwen,actions_sampling,real,alpha0.0,0.0,149,density,adding-knowledge,1.7824270008111116,1.6865718301396317,1.8798061988239514
deepseek_qwen,actions_sampling,real,alpha0.0,0.0,149,density,example-testing,0.07151479995393296,0.04641198289508685,0.10024422826147085
deepseek_qwen,actions_sampling,real,alpha0.0,0.0,149,density,uncertainty-estimation,0.6057459182770416,0.5292635482147826,0.6814822979609171
deepseek_qwen,actions_sampling,real,alpha0.0,0.0,149,density,backtracking,0.11006262347884098,0.07765817706826565,0.14749539086157654
deepseek_qwen,actions_sampling,real,alpha0.0,0.0,149,coverage,initializing,0.12751473443376576,0.11921645711313922,0.1361667957053099
deepseek_qwen,actions_sampling,real,alpha0.0,0.0,149,coverage,deduction,0.5102914216978627,0.4936147759386014,0.5266627478989219
deepseek_qwen,actions_sampling,real,alpha0.0,0.0,149,coverage,adding-knowledge,0.2672890544348041,0.2525136656200804,0.28203488465465326
deepseek_qwen,actions_sampling,real,alpha0.0,0.0,149,coverage,example-testing,0.010361462635392718,0.006529426159253642,0.014598046713174238
deepseek_qwen,actions_sampling,real,alpha0.0,0.0,149,coverage,uncertainty-estimation,0.06920387299845936,0.058927024790586875,0.07949017970580946
deepseek_qwen,actions_sampling,real,alpha0.0,0.0,149,coverage,backtracking,0.015339453799715375,0.010621722138299405,0.02075653105345206
deepseek_qwen,actions_sampling,real,alpha0.0,0.0,149,any,initializing,1.0,1.0,1.0
deepseek_qwen,actions_sampling,real,alpha0.0,0.0,149,any,deduction,1.0,1.0,1.0
deepseek_qwen,actions_sampling,real,alpha0.0,0.0,149,any,adding-knowledge,1.0,1.0,1.0
deepseek_qwen,actions_sampling,real,alpha0.0,0.0,149,any,example-testing,0.18120805369127516,0.12080536912751678,0.24161073825503357
deepseek_qwen,actions_sampling,real,alpha0.0,0.0,149,any,uncertainty-estimation,0.7718120805369127,0.697986577181208,0.8389261744966443
deepseek_qwen,actions_sampling,real,alpha0.0,0.0,149,any,backtracking,0.24161073825503357,0.18120805369127516,0.3087248322147651
deepseek_qwen,actions_sampling,real,alpha0.0,0.0,149,words,,251.15436241610738,238.5496644295302,264.3057046979865
deepseek_qwen,actions_sampling,real,alpha0.0,0.0,149,n_spans_counted,,17.530201342281877,16.57701342281879,18.490100671140937
deepseek_qwen,actions_sampling,real,alpha0.0,0.0,149,repetition_4gram,,0.0030310296346992716,0.002170899284577982,0.0040237275586258595
deepseek_qwen,actions_sampling,real,alpha0.0,0.0,149,executed,,0.1610738255033557,0.10067114093959731,0.2214765100671141
deepseek_qwen,actions_sampling,real,alpha0.07_aware,0.07,148,density,initializing,0.5881470848043043,0.5420161208402795,0.6337731019385081
deepseek_qwen,actions_sampling,real,alpha0.07_aware,0.07,148,density,deduction,3.7960456895489787,3.6609293604197455,3.9326340748643314
deepseek_qwen,actions_sampling,real,alpha0.07_aware,0.07,148,density,adding-knowledge,1.7656221601505675,1.6660585105147523,1.8717779806596873
deepseek_qwen,actions_sampling,real,alpha0.07_aware,0.07,148,density,example-testing,0.11635672831677371,0.07995810056393621,0.15403814372353453
deepseek_qwen,actions_sampling,real,alpha0.07_aware,0.07,148,density,uncertainty-estimation,0.617442417994357,0.5388992364950103,0.7023176558168365
deepseek_qwen,actions_sampling,real,alpha0.07_aware,0.07,148,density,backtracking,0.09269894351609534,0.06303385971595092,0.12589299196162015
deepseek_qwen,actions_sampling,real,alpha0.07_aware,0.07,148,coverage,initializing,0.1196737065260169,0.11251474774579578,0.12699315351644946
deepseek_qwen,actions_sampling,real,alpha0.07_aware,0.07,148,coverage,deduction,0.5157729183164907,0.49908373996278205,0.5322803204617125
deepseek_qwen,actions_sampling,real,alpha0.07_aware,0.07,148,coverage,adding-knowledge,0.26672726055576174,0.2508538009498333,0.2837038539069074
deepseek_qwen,actions_sampling,real,alpha0.07_aware,0.07,148,coverage,example-testing,0.01754232120918882,0.012319620959644947,0.023164603278424987
deepseek_qwen,actions_sampling,real,alpha0.07_aware,0.07,148,coverage,uncertainty-estimation,0.06658962767778243,0.05758693804521272,0.07653444413686543
deepseek_qwen,actions_sampling,real,alpha0.07_aware,0.07,148,coverage,backtracking,0.013694165714759307,0.009361373768807168,0.018647112316892478
deepseek_qwen,actions_sampling,real,alpha0.07_aware,0.07,148,any,initializing,1.0,1.0,1.0
deepseek_qwen,actions_sampling,real,alpha0.07_aware,0.07,148,any,deduction,1.0,1.0,1.0
deepseek_qwen,actions_sampling,real,alpha0.07_aware,0.07,148,any,adding-knowledge,1.0,1.0,1.0
deepseek_qwen,actions_sampling,real,alpha0.07_aware,0.07,148,any,example-testing,0.22297297297297297,0.16216216216216217,0.2905405405405405
deepseek_qwen,actions_sampling,real,alpha0.07_aware,0.07,148,any,uncertainty-estimation,0.7837837837837838,0.7162162162162162,0.8513513513513513
deepseek_qwen,actions_sampling,real,alpha0.07_aware,0.07,148,any,backtracking,0.20270270270270271,0.14189189189189189,0.2702702702702703
deepseek_qwen,actions_sampling,real,alpha0.07_aware,0.07,148,words,,259.0472972972973,249.43158783783784,269.10827702702704
deepseek_qwen,actions_sampling,real,alpha0.07_aware,0.07,148,n_spans_counted,,17.93243243243243,17.256756756756758,18.68243243243243
deepseek_qwen,actions_sampling,real,alpha0.07_aware,0.07,148,repetition_4gram,,0.004110955354560759,0.002742021494409523,0.005875984435660518
deepseek_qwen,actions_sampling,real,alpha0.07_aware,0.07,148,executed,,0.25,0.18243243243243243,0.32432432432432434
deepseek_qwen,actions_sampling,real,alpha0.35,-0.35,88,density,initializing,0.6635744687817976,0.5886924665632295,0.746430738544854
deepseek_qwen,actions_sampling,real,alpha0.35,-0.35,88,density,deduction,4.029084161943366,3.8002451610677555,4.284009006696397
deepseek_qwen,actions_sampling,real,alpha0.35,-0.35,88,density,adding-knowledge,1.7670016091212082,1.6024545312060805,1.9578562546434475
deepseek_qwen,actions_sampling,real,alpha0.35,-0.35,88,density,example-testing,0.09772176720106757,0.053668395950309984,0.15249028920943314
deepseek_qwen,actions_sampling,real,alpha0.35,-0.35,88,density,uncertainty-estimation,0.5098493962710778,0.41784830110580345,0.6042153704228349
deepseek_qwen,actions_sampling,real,alpha0.35,-0.35,88,density,backtracking,0.08621846637026981,0.0526959895044152,0.122440367093585
deepseek_qwen,actions_sampling,real,alpha0.35,-0.35,88,coverage,initializing,0.13332376124363296,0.1224788703965644,0.14604419993478238
deepseek_qwen,actions_sampling,real,alpha0.35,-0.35,88,coverage,deduction,0.5272030532340266,0.5005030810502317,0.5525688025707148
deepseek_qwen,actions_sampling,real,alpha0.35,-0.35,88,coverage,adding-knowledge,0.2539867869516856,0.2306968578264922,0.27961885160146116
deepseek_qwen,actions_sampling,real,alpha0.35,-0.35,88,coverage,example-testing,0.016202233305162423,0.009089778378256691,0.024724759764007162
deepseek_qwen,actions_sampling,real,alpha0.35,-0.35,88,coverage,uncertainty-estimation,0.05849840151539009,0.04581405952528667,0.07200377986855395
deepseek_qwen,actions_sampling,real,alpha0.35,-0.35,88,coverage,backtracking,0.010785763750102302,0.006325439938211424,0.015581947634303877
deepseek_qwen,actions_sampling,real,alpha0.35,-0.35,88,any,initializing,1.0,1.0,1.0
deepseek_qwen,actions_sampling,real,alpha0.35,-0.35,88,any,deduction,1.0,1.0,1.0
deepseek_qwen,actions_sampling,real,alpha0.35,-0.35,88,any,adding-knowledge,1.0,1.0,1.0
deepseek_qwen,actions_sampling,real,alpha0.35,-0.35,88,any,example-testing,0.18181818181818182,0.11363636363636363,0.2727272727272727
deepseek_qwen,actions_sampling,real,alpha0.35,-0.35,88,any,uncertainty-estimation,0.7045454545454546,0.6022727272727273,0.7954545454545454
deepseek_qwen,actions_sampling,real,alpha0.35,-0.35,88,any,backtracking,0.2159090909090909,0.13636363636363635,0.3068181818181818
deepseek_qwen,actions_sampling,real,alpha0.35,-0.35,88,words,,245.6818181818182,228.4653409090909,263.684375
deepseek_qwen,actions_sampling,real,alpha0.35,-0.35,88,n_spans_counted,,17.181818181818183,16.09090909090909,18.329829545454544
deepseek_qwen,actions_sampling,real,alpha0.35,-0.35,88,repetition_4gram,,0.004350198445473677,0.0030412610234221886,0.005881559083135039
deepseek_qwen,actions_sampling,real,alpha0.35,-0.35,88,executed,,0.14772727272727273,0.07954545454545454,0.22727272727272727
qwen3,actions,fake,alpha0.0,0.0,149,density,initializing,0.6717218395203018,0.6083339237537799,0.7388683370332745
qwen3,actions,fake,alpha0.0,0.0,149,density,deduction,3.923338850835251,3.742261725657763,4.110340395580504
qwen3,actions,fake,alpha0.0,0.0,149,density,adding-knowledge,1.946134165738113,1.817449126751508,2.0705354013549977
qwen3,actions,fake,alpha0.0,0.0,149,density,example-testing,0.1531750227975358,0.10587322472356375,0.2065546987509276
qwen3,actions,fake,alpha0.0,0.0,149,density,uncertainty-estimation,0.5340794704188483,0.4557548491297318,0.6185545759334992
qwen3,actions,fake,alpha0.0,0.0,149,density,backtracking,0.15439546764087472,0.11615736649821189,0.19401896671910174
qwen3,actions,fake,alpha0.0,0.0,149,coverage,initializing,0.12777329733606899,0.11677175056532153,0.14265756413606884
qwen3,actions,fake,alpha0.0,0.0,149,coverage,deduction,0.49235483560166055,0.4735513453392072,0.5121551259509987
qwen3,actions,fake,alpha0.0,0.0,149,coverage,adding-knowledge,0.27023906106042556,0.25194072447928334,0.2877897446569305
qwen3,actions,fake,alpha0.0,0.0,149,coverage,example-testing,0.020410637210978726,0.013654917889047127,0.027935025529082298
qwen3,actions,fake,alpha0.0,0.0,149,coverage,uncertainty-estimation,0.06737147605427575,0.0573687040713452,0.07870108468201883
qwen3,actions,fake,alpha0.0,0.0,149,coverage,backtracking,0.0218506927365904,0.015910372679927558,0.028292836891287115
qwen3,actions,fake,alpha0.0,0.0,149,any,initializing,1.0,1.0,1.0
qwen3,actions,fake,alpha0.0,0.0,149,any,deduction,0.9932885906040269,0.9798657718120806,1.0
qwen3,actions,fake,alpha0.0,0.0,149,any,adding-knowledge,0.9865771812080537,0.9664429530201343,1.0
qwen3,actions,fake,alpha0.0,0.0,149,any,example-testing,0.2550335570469799,0.19463087248322147,0.3221476510067114
qwen3,actions,fake,alpha0.0,0.0,149,any,uncertainty-estimation,0.7181208053691275,0.6442953020134228,0.785234899328859
qwen3,actions,fake,alpha0.0,0.0,149,any,backtracking,0.3288590604026846,0.2550335570469799,0.40268456375838924
qwen3,actions,fake,alpha0.0,0.0,149,words,,250.85906040268458,233.42869127516778,271.4255033557047
qwen3,actions,fake,alpha0.0,0.0,149,n_spans_counted,,18.046979865771814,16.912583892617448,19.322147651006713
qwen3,actions,fake,alpha0.0,0.0,149,repetition_4gram,,0.009126308001643393,0.006148153741239059,0.012876825831969066
qwen3,actions,fake,alpha0.0,0.0,149,executed,,0.37583892617449666,0.30201342281879195,0.44966442953020136
qwen3,actions,fake,alpha0.043_aware,0.043,149,density,initializing,0.6643701080805785,0.5986611759736234,0.7383867504206296
qwen3,actions,fake,alpha0.043_aware,0.043,149,density,deduction,3.879327561157179,3.717854464044576,4.039543830662745
qwen3,actions,fake,alpha0.043_aware,0.043,149,density,adding-knowledge,1.7504147364892813,1.6329746135605518,1.877730939947947
qwen3,actions,fake,alpha0.043_aware,0.043,149,density,example-testing,0.16873677040214213,0.11617322008488212,0.22994077092443782
qwen3,actions,fake,alpha0.043_aware,0.043,149,density,uncertainty-estimation,0.6534535307394356,0.5807864074963939,0.7303244246085713
qwen3,actions,fake,alpha0.043_aware,0.043,149,density,backtracking,0.11751959451628248,0.08446541047836842,0.15347783163181475
qwen3,actions,fake,alpha0.043_aware,0.043,149,coverage,initializing,0.1160735641191721,0.10858964911369112,0.12389303950993855
qwen3,actions,fake,alpha0.043_aware,0.043,149,coverage,deduction,0.5092802052284413,0.4914619087449688,0.5269276354126935
qwen3,actions,fake,alpha0.043_aware,0.043,149,coverage,adding-knowledge,0.24677774442604156,0.23029071496991343,0.26409891980832356
qwen3,actions,fake,alpha0.043_aware,0.043,149,coverage,example-testing,0.021050515443682957,0.014740428637469808,0.028100444261129225
qwen3,actions,fake,alpha0.043_aware,0.043,149,coverage,uncertainty-estimation,0.08957636487952032,0.07879308659125277,0.10063078014545082
qwen3,actions,fake,alpha0.043_aware,0.043,149,coverage,backtracking,0.017241605903141898,0.012236767545538648,0.02265153914408971
qwen3,actions,fake,alpha0.043_aware,0.043,149,any,initializing,1.0,1.0,1.0
qwen3,actions,fake,alpha0.043_aware,0.043,149,any,deduction,1.0,1.0,1.0
qwen3,actions,fake,alpha0.043_aware,0.043,149,any,adding-knowledge,1.0,1.0,1.0
qwen3,actions,fake,alpha0.043_aware,0.043,149,any,example-testing,0.2550335570469799,0.18791946308724833,0.329026845637583
qwen3,actions,fake,alpha0.043_aware,0.043,149,any,uncertainty-estimation,0.8523489932885906,0.7986577181208053,0.9060402684563759
qwen3,actions,fake,alpha0.043_aware,0.043,149,any,backtracking,0.2953020134228188,0.2214765100671141,0.3691275167785235
qwen3,actions,fake,alpha0.043_aware,0.043,149,words,,289.61073825503354,252.52265100671138,350.05453020134223
qwen3,actions,fake,alpha0.043_aware,0.043,149,n_spans_counted,,19.20805369127517,17.986577181208055,20.543959731543623
qwen3,actions,fake,alpha0.043_aware,0.043,149,repetition_4gram,,0.01509411558032275,0.007402771448879112,0.028588835402337847
qwen3,actions,fake,alpha0.043_aware,0.043,149,executed,,0.42567567567567566,0.35135135135135137,0.5
qwen3,actions,fake,alpha0.053_aware,0.053,147,density,initializing,0.6446813631785145,0.5698886172937839,0.7349245837353886
qwen3,actions,fake,alpha0.053_aware,0.053,147,density,deduction,3.718160273054606,3.498548524723339,3.930535389502639
