model,family,framing,arm,signed_alpha,n_pairs,metric,behaviour,base_mean,arm_mean,delta,ci_lo,ci_hi,p_paired_t,p_wilcoxon
qwen3_4b,followup_triggers,hypothetical,unc_nontest_pos,0.25,60,coverage,adding-knowledge,0.19210841862571157,0.1362728380212591,-0.05583558060445251,-0.09359374426338231,-0.01595309220114941,0.0066542951946343635,0.005151425391187676
qwen3_4b,followup_triggers,hypothetical,unc_nontest_pos,0.25,60,coverage,example-testing,0.09285868748446777,0.1032787910792361,0.010420103594768314,-0.014833593985652186,0.03772059174516359,0.42832177453973325,0.7357816119931864
qwen3_4b,followup_triggers,hypothetical,unc_nontest_pos,0.25,60,coverage,uncertainty-estimation,0.07590172237249357,0.1271867951354203,0.05128507276292673,0.024042113588191083,0.0795720285441668,0.000540253355685499,0.0040238968489412896
qwen3_4b,followup_triggers,hypothetical,unc_nontest_pos,0.25,60,coverage,backtracking,0.026010092364334634,0.017575089858547936,-0.008435002505786696,-0.018877606681449142,0.0033764367207137157,0.15130005501825422,0.039707179644210555
qwen3_4b,followup_triggers,hypothetical,unc_nontest_pos,0.25,60,any,initializing,1.0,1.0,0.0,0.0,0.0,,
qwen3_4b,followup_triggers,hypothetical,unc_nontest_pos,0.25,60,any,deduction,1.0,1.0,0.0,0.0,0.0,,
qwen3_4b,followup_triggers,hypothetical,unc_nontest_pos,0.25,60,any,adding-knowledge,0.9666666666666667,0.9166666666666666,-0.05,-0.13333333333333333,0.03333333333333333,0.26028069504929635,0.453125
qwen3_4b,followup_triggers,hypothetical,unc_nontest_pos,0.25,60,any,example-testing,0.7666666666666667,0.65,-0.11666666666666667,-0.2504166666666666,0.016666666666666666,0.08967236219394244,0.0895550744136426
qwen3_4b,followup_triggers,hypothetical,unc_nontest_pos,0.25,60,any,uncertainty-estimation,0.8333333333333334,0.9,0.06666666666666667,-0.05,0.18333333333333332,0.25153984395669954,0.3876953125
qwen3_4b,followup_triggers,hypothetical,unc_nontest_pos,0.25,60,any,backtracking,0.6166666666666667,0.35,-0.26666666666666666,-0.4166666666666667,-0.11666666666666667,0.0007137592719550977,0.001090835176125296
