model,family,framing,arm,signed_alpha,n_pairs,metric,behaviour,base_mean,arm_mean,delta,ci_lo,ci_hi,p_paired_t,p_wilcoxon
qwen3_4b,steer_actions,fake,random_aware,0.05,149,density_testlex,initializing,0.004428353302235407,0.002065049044914817,-0.0023633042573205903,-0.005792017811566056,0.0,0.1433645709965661,
qwen3_4b,steer_actions,fake,random_aware,0.05,149,density_testlex,deduction,0.1314254104559466,0.10830486089103204,-0.023120549564914546,-0.0721179954991272,0.02622628303559904,0.3419802233288039,0.24457436508397346
qwen3_4b,steer_actions,fake,random_aware,0.05,149,density_testlex,adding-knowledge,0.015523357859370266,0.0021861268390792033,-0.013337231020291062,-0.027570444572025194,-0.0006238962972110016,0.06088442631607072,0.109375
qwen3_4b,steer_actions,fake,random_aware,0.05,149,density_testlex,example-testing,0.0035794183445190158,0.0,-0.0035794183445190158,-0.010738255033557048,0.0,0.31894268036747386,
qwen3_4b,steer_actions,fake,random_aware,0.05,149,density_testlex,uncertainty-estimation,0.061559992636428106,0.07655628639462829,0.0149962937582002,-0.015961778372255753,0.04637114656632611,0.34663806718925577,0.40943036135835287
qwen3_4b,steer_actions,fake,random_aware,0.05,149,density_testlex,backtracking,0.004066969719375313,0.0028099128563309744,-0.0012570568630443399,-0.00798533386316121,0.004983630902599368,0.6887451748765689,1.0
qwen3_4b,steer_actions,fake,random_aware,0.05,149,density_nontest,initializing,0.6510873194783665,0.572516664541976,-0.07857065493639057,-0.17268229947747615,0.012568750460009498,0.09765194562575896,0.37768635023454555
qwen3_4b,steer_actions,fake,random_aware,0.05,149,density_nontest,deduction,3.7120292050359995,3.887811918832099,0.17578271379610003,-0.05928426275461291,0.3980191534530417,0.1376610959366754,0.0936965575617226
qwen3_4b,steer_actions,fake,random_aware,0.05,149,density_nontest,adding-knowledge,1.6902622833509513,1.5217297895241566,-0.16853249382679478,-0.34485300807384617,0.004166582559847564,0.049994712470081665,0.06478029941913392
qwen3_4b,steer_actions,fake,random_aware,0.05,149,density_nontest,example-testing,0.3086621745238981,0.2940880653033347,-0.014574109220563469,-0.10553937688875575,0.08004960827803836,0.7591156829944958,0.643811925169786
qwen3_4b,steer_actions,fake,random_aware,0.05,149,density_nontest,uncertainty-estimation,0.5449032357197199,0.6174962392204655,0.07259300350074568,-0.04270503667433447,0.1920910483916866,0.23338238054896693,0.29433009218345807
qwen3_4b,steer_actions,fake,random_aware,0.05,149,density_nontest,backtracking,0.27478958352884825,0.2967442061906883,0.02195462266184005,-0.04255010511638361,0.0870736855826191,0.5100283360042865,0.5786475355898533
qwen3_4b,steer_actions,fake,random_aware,0.05,149,words,,345.2281879194631,376.67785234899327,31.449664429530202,-16.9239932885906,79.98909395973152,0.20190537502478684,0.06988045773661213
qwen3_4b,steer_actions,fake,random_aware,0.05,149,n_spans_counted,,24.06040268456376,26.040268456375838,1.9798657718120805,-1.087751677852349,5.053691275167785,0.2104315417575672,0.16402556605646845
qwen3_4b,steer_actions,fake,random_samerows_aware,0.05,149,density,initializing,0.6555156727806019,0.6609439056474941,0.005428232866892262,-0.09571527271947854,0.11301360630729033,0.919465313840042,0.7702870436376388
qwen3_4b,steer_actions,fake,random_samerows_aware,0.05,149,density,deduction,3.8434546154919462,3.9186573700406075,0.0752027545486621,-0.15951821115459575,0.30917950549963985,0.5215872295300669,0.6569624381833046
qwen3_4b,steer_actions,fake,random_samerows_aware,0.05,149,density,adding-knowledge,1.7057856412103216,1.630103630711454,-0.07568201049886758,-0.2510705803755911,0.10274418225650779,0.42783965761998133,0.45891516293961687
qwen3_4b,steer_actions,fake,random_samerows_aware,0.05,149,density,example-testing,0.31224159286841713,0.32061402968210173,0.008372436813684547,-0.09081421218686393,0.1026827974522721,0.8685710912556218,0.7560773357937104
qwen3_4b,steer_actions,fake,random_samerows_aware,0.05,149,density,uncertainty-estimation,0.6064632283561479,0.6089022066669224,0.0024389783107745876,-0.11793959322573104,0.11527284351489622,0.9671160589265049,0.5940237202835111
qwen3_4b,steer_actions,fake,random_samerows_aware,0.05,149,density,backtracking,0.27885655324822356,0.2722324139266275,-0.006624139321596067,-0.0710482813525303,0.05567362476522088,0.8411872894799881,0.8942820271590917
qwen3_4b,steer_actions,fake,random_samerows_aware,0.05,149,coverage,initializing,0.11856491824365388,0.11677431048328527,-0.0017906077603686245,-0.01716227366359738,0.01640396534505985,0.8395787033898975,0.4126107332640917
qwen3_4b,steer_actions,fake,random_samerows_aware,0.05,149,coverage,deduction,0.47543687958404696,0.48278652569960195,0.007349646115554967,-0.01807245872707255,0.033355401726346996,0.5761537234723896,0.4427114060969508
qwen3_4b,steer_actions,fake,random_samerows_aware,0.05,149,coverage,adding-knowledge,0.23276136044242732,0.22386858678527013,-0.008892773657157209,-0.031787826208593314,0.014784875663369267,0.4665721795500368,0.7275418229598766
qwen3_4b,steer_actions,fake,random_samerows_aware,0.05,149,coverage,example-testing,0.048402524728624455,0.04740271064511217,-0.0009998140835122782,-0.015322007948278418,0.014160441517842555,0.8943378279758252,0.8834538457101592
