arm,framing,projection,n_pairs,base_mean,delta,ci_lo,ci_hi
ask_bt_neg,fake,proj_incontext_uncertainty-estimation,0,,,,
ask_bt_neg,fake,proj_incontext_probe,0,,,,
ask_bt_pos,real,proj_backtracking,0,20.3382843644827,,,
ask_bt_pos,real,proj_uncertainty-estimation,0,8.728193388689284,,,
ask_bt_pos,real,proj_probe,149,-2.400574681342848,0.13503342706885113,-0.05629308712762474,0.3248491056613471
ask_bt_pos,real,proj_lastprompt_backtracking,149,11.90746804691801,0.0856223970451611,0.04227714266553021,0.12916254309199798
ask_bt_pos,real,proj_lastprompt_uncertainty-estimation,149,9.779143071014609,0.2536058617918283,0.23928549209697134,0.26760947064265306
ask_bt_pos,real,proj_lastprompt_probe,149,-1.9825387825101815,-0.5095302442576262,-0.5240302416302213,-0.49493094942713745
ask_bt_pos,real,proj_incontext_backtracking,149,18.83867821277388,0.4841873437766261,0.05450906705536299,0.9199063965138169
ask_bt_pos,real,proj_incontext_uncertainty-estimation,149,8.56922976282619,-0.35166322784935866,-0.7809127489192373,0.06878312810155351
ask_bt_pos,real,proj_incontext_probe,149,-2.9816579033789417,0.16126338618763741,-0.018375009451148994,0.3357545293964469
ask_bt_pos,fake,proj_backtracking,0,,,,
ask_bt_pos,fake,proj_uncertainty-estimation,0,,,,
ask_bt_pos,fake,proj_probe,0,,,,
ask_bt_pos,fake,proj_lastprompt_backtracking,0,,,,
ask_bt_pos,fake,proj_lastprompt_uncertainty-estimation,0,,,,
ask_bt_pos,fake,proj_lastprompt_probe,0,,,,
ask_bt_pos,fake,proj_incontext_backtracking,0,,,,
ask_bt_pos,fake,proj_incontext_uncertainty-estimation,0,,,,
ask_bt_pos,fake,proj_incontext_probe,0,,,,
ask_unc_neg,real,proj_backtracking,0,20.3382843644827,,,
ask_unc_neg,real,proj_uncertainty-estimation,0,8.728193388689284,,,
ask_unc_neg,real,proj_probe,149,-2.400574681342848,-0.12520785539742285,-0.35269103747286257,0.07086756036385582
ask_unc_neg,real,proj_lastprompt_backtracking,149,11.90746804691801,0.1847956548601189,0.14367610000123915,0.22616003039699267
ask_unc_neg,real,proj_lastprompt_uncertainty-estimation,149,9.779143071014609,-0.05152866824361302,-0.06599201019978362,-0.036869952342654236
ask_unc_neg,real,proj_lastprompt_probe,149,-1.9825387825101815,-0.2233673294118587,-0.23872630790176008,-0.2072307770484246
ask_unc_neg,real,proj_incontext_backtracking,149,18.83867821277388,-0.16091516353940002,-0.5798783327909124,0.22172349155349208
ask_unc_neg,real,proj_incontext_uncertainty-estimation,149,8.56922976282619,-0.35325507669640865,-0.8215661822549448,0.09547749805770428
ask_unc_neg,real,proj_incontext_probe,149,-2.9816579033789417,-0.08517383297767815,-0.28581462638708915,0.09853126328788545
ask_unc_neg,fake,proj_backtracking,0,,,,
ask_unc_neg,fake,proj_uncertainty-estimation,0,,,,
ask_unc_neg,fake,proj_probe,0,,,,
ask_unc_neg,fake,proj_lastprompt_backtracking,0,,,,
ask_unc_neg,fake,proj_lastprompt_uncertainty-estimation,0,,,,
ask_unc_neg,fake,proj_lastprompt_probe,0,,,,
ask_unc_neg,fake,proj_incontext_backtracking,0,,,,
ask_unc_neg,fake,proj_incontext_uncertainty-estimation,0,,,,
ask_unc_neg,fake,proj_incontext_probe,0,,,,
ask_unc_pos,real,proj_backtracking,0,20.3382843644827,,,
ask_unc_pos,real,proj_uncertainty-estimation,0,8.728193388689284,,,
ask_unc_pos,real,proj_probe,149,-2.400574681342848,0.172476788495211,-0.045612699633476715,0.37346477510545073
ask_unc_pos,real,proj_lastprompt_backtracking,149,11.90746804691801,0.5425753881467269,0.49514631424974276,0.59314023296305
ask_unc_pos,real,proj_lastprompt_uncertainty-estimation,149,9.779143071014609,-0.054699680149155175,-0.06958277193491891,-0.03957916858212261
ask_unc_pos,real,proj_lastprompt_probe,149,-1.9825387825101815,-0.5548653586598851,-0.5696748778324,-0.5405452096022215
ask_unc_pos,real,proj_incontext_backtracking,149,18.83867821277388,0.3904585422285451,-0.032469370381144065,0.7945532573149505
ask_unc_pos,real,proj_incontext_uncertainty-estimation,149,8.56922976282619,-0.06002810177387007,-0.5102664237854465,0.37421619420083563
ask_unc_pos,real,proj_incontext_probe,149,-2.9816579033789417,0.13310886000676844,-0.06282523213760714,0.3251447129057054
ask_unc_pos,fake,proj_backtracking,0,,,,
ask_unc_pos,fake,proj_uncertainty-estimation,0,,,,
ask_unc_pos,fake,proj_probe,0,,,,
ask_unc_pos,fake,proj_lastprompt_backtracking,0,,,,
ask_unc_pos,fake,proj_lastprompt_uncertainty-estimation,0,,,,
ask_unc_pos,fake,proj_lastprompt_probe,0,,,,
ask_unc_pos,fake,proj_incontext_backtracking,0,,,,
ask_unc_pos,fake,proj_incontext_uncertainty-estimation,0,,,,
ask_unc_pos,fake,proj_incontext_probe,0,,,,
